  -0.2500000037E-01    0.1051232696E+01
   0.1750000026E+00    0.1051307902E+01
   0.3750000056E+00    0.1051423949E+01
   0.5750000086E+00    0.1051583698E+01
   0.7750000115E+00    0.1051803573E+01
   0.9750000145E+00    0.1052106139E+01
   0.1175000018E+01    0.1052522381E+01
   0.1375000020E+01    0.1053094780E+01
   0.1575000023E+01    0.1053881500E+01
   0.1775000026E+01    0.1054961990E+01
   0.1975000029E+01    0.1056444446E+01
   0.2175000032E+01    0.1058475581E+01
   0.2375000035E+01    0.1061253178E+01
   0.2575000038E+01    0.1065041701E+01
   0.2775000041E+01    0.1070190783E+01
   0.2975000044E+01    0.1077155399E+01
   0.3175000047E+01    0.1086514553E+01
   0.3375000050E+01    0.1098982070E+01
   0.3575000053E+01    0.1115398319E+01
   0.3775000056E+01    0.1136686144E+01
   0.3975000059E+01    0.1163750771E+01
   0.4175000062E+01    0.1197307919E+01
   0.4375000065E+01    0.1237645375E+01
   0.4575000068E+01    0.1284365379E+01
   0.4775000071E+01    0.1336205978E+01
   0.4975000074E+01    0.1391060968E+01
   0.5175000077E+01    0.1446265124E+01
   0.5375000080E+01    0.1499085520E+01
   0.5575000083E+01    0.1547239262E+01
   0.5775000086E+01    0.1589241463E+01
   0.5975000089E+01    0.1624489259E+01
   0.6175000092E+01    0.1653122149E+01
   0.6375000095E+01    0.1675773184E+01
   0.6575000098E+01    0.1693319265E+01
   0.6775000101E+01    0.1706690843E+01
   0.6975000104E+01    0.1716754870E+01
   0.7175000107E+01    0.1724258656E+01
   0.7375000110E+01    0.1729814408E+01
   0.7575000113E+01    0.1733906524E+01
   0.7775000116E+01    0.1736909067E+01
   0.7975000119E+01    0.1739105960E+01
   0.8175000122E+01    0.1740710073E+01
   0.8375000125E+01    0.1741879592E+01
   0.8575000128E+01    0.1742731327E+01
   0.8775000131E+01    0.1743351130E+01
   0.8975000134E+01    0.1743801897E+01
   0.9175000137E+01    0.1744129588E+01
   0.9375000140E+01    0.1744367736E+01
   0.9575000143E+01    0.1744540768E+01
   0.9775000146E+01    0.1744666470E+01
   0.9975000149E+01    0.1744757777E+01
   0.1017500015E+02    0.1744824095E+01
 
