    1    0.4705778346E-02
    2    0.1003841270E-03
    3    0.5109498552E-07
    4    0.1795218217E-13
    5    0.3665441455E-17
    6    0.3665441455E-17
    7    0.3665441455E-17
    8    0.3665441455E-17
    9    0.3665441455E-17
   10    0.3665441455E-17
 
    1    0.4117450390E-02
    2    0.5980847601E-04
    3    0.1688260741E-07
    4    0.1741909139E-14
    5    0.3936911991E-17
    6    0.3936911991E-17
    7    0.3936911991E-17
    8    0.3936911991E-17
    9    0.3936911991E-17
   10    0.3936911991E-17
 
    1    0.3888500855E-02
    2    0.4789505885E-04
    3    0.1005666505E-07
    4    0.4638036504E-15
    5    0.4538396778E-17
    6    0.4538396778E-17
    7    0.4538396778E-17
    8    0.4538396778E-17
    9    0.4538396778E-17
   10    0.4538396778E-17
 
    1    0.3591512705E-02
    2    0.3552540881E-04
    3    0.5248980830E-08
    4    0.2344736678E-15
    5    0.6521908038E-17
    6    0.6521908038E-17
    7    0.6521908038E-17
    8    0.6521908038E-17
    9    0.6521908038E-17
   10    0.6521908038E-17
 
